200c, 110ft, 36.296875, 4883, 8
200c, 110ft, 36.28125, 4882, 9
200c, 112ft, 31.1875, 4556, 0
200c, 112ft, 31.234375, 4559, 1
200c, 112ft, 31.234375, 4559, 2
200c, 112ft, 31.984375, 4607, 3
200c, 112ft, 31.640625, 4585, 4
200c, 112ft, 31.5625, 4580, 5
200c, 112ft, 31.296875, 4563, 6
200c, 112ft, 31.515625, 4577, 7
200c, 112ft, 31.09375, 4550, 8
200c, 112ft, 31.421875, 4571, 9
200c, 114ft, 38.078125, 4997, 0
200c, 114ft, 38.125, 5000, 1
200c, 114ft, 38.140625, 5001, 2
200c, 114ft, 38.203125, 5005, 3
200c, 114ft, 38.5, 5024, 4
200c, 114ft, 38.3125, 5012, 5
200c, 114ft, 38.0625, 4996, 6
200c, 114ft, 37.921875, 4987, 7
200c, 114ft, 37.953125, 4989, 8
200c, 114ft, 37.9375, 4988, 9
200c, 116ft, 36.25, 4880, 0
200c, 116ft, 36.046875, 4867, 1
200c, 116ft, 36.28125, 4882, 2
200c, 116ft, 36.46875, 4894, 3
200c, 116ft, 36.328125, 4885, 4
200c, 116ft, 36.59375, 4902, 5
200c, 116ft, 36.453125, 4893, 6
200c, 116ft, 36.140625, 4873, 7
200c, 116ft, 36.1875, 4876, 8
200c, 116ft, 36.109375, 4871, 9
200c, 118ft, 32.125, 4616, 0
200c, 118ft, 32.359375, 4631, 1
200c, 118ft, 32.515625, 4641, 2
200c, 118ft, 32.625, 4648, 3
200c, 118ft, 32.1875, 4620, 4
200c, 118ft, 32.453125, 4637, 5
200c, 118ft, 32.640625, 4649, 6
200c, 118ft, 32.375, 4632, 7
200c, 118ft, 33.3125, 4692, 8
200c, 118ft, 33.203125, 4685, 9
200c, 120ft, 29.046875, 4419, 0
200c, 120ft, 29.09375, 4422, 1
200c, 120ft, 29.09375, 4422, 2
200c, 120ft, 29.140625, 4425, 3
200c, 120ft, 29.796875, 4467, 4
200c, 120ft, 29.71875, 4462, 5
200c, 120ft, 29.859375, 4471, 6
200c, 120ft, 29.625, 4456, 7
200c, 120ft, 29.375, 4440, 8
200c, 120ft, 29.3125, 4436, 9
200c, 122ft, 29.9375, 4476, 0
200c, 122ft, 30.078125, 4485, 1
200c, 122ft, 29.5625, 4452, 2
200c, 122ft, 29.546875, 4451, 3
200c, 122ft, 29.4375, 4444, 4
200c, 122ft, 29.25, 4432, 5
200c, 122ft, 29.109375, 4423, 6
200c, 122ft, 28.984375, 4415, 7
200c, 122ft, 28.75, 4400, 8
200c, 122ft, 28.671875, 4395, 9
200c, 124ft, 24.46875, 4126, 0
200c, 124ft, 23.59375, 4070, 1
200c, 124ft, 23.765625, 4081, 2
200c, 124ft, 24.1875, 4108, 3
200c, 124ft, 23.578125, 4069, 4
200c, 124ft, 23.390625, 4057, 5
200c, 124ft, 23.484375, 4063, 6
200c, 124ft, 24.0, 4096, 7
200c, 124ft, 23.90625, 4090, 8
200c, 124ft, 23.328125, 4053, 9
200c, 126ft, 27.625, 4328, 0
200c, 126ft, 27.609375, 4327, 1
200c, 126ft, 27.65625, 4330, 2
200c, 126ft, 28.734375, 4399, 3
200c, 126ft, 28.75, 4400, 4
200c, 126ft, 28.6875, 4396, 5
200c, 126ft, 28.75, 4400, 6
200c, 126ft, 28.9375, 4412, 7
200c, 126ft, 28.78125, 4402, 8
200c, 126ft, 28.5625, 4388, 9
200c, 128ft, 30.859375, 4535, 0
200c, 128ft, 30.53125, 4514, 1
200c, 128ft, 30.359375, 4503, 2
200c, 128ft, 31.421875, 4571, 3
200c, 128ft, 31.234375, 4559, 4
200c, 128ft, 31.375, 4568, 5
200c, 128ft, 31.34375, 4566, 6
200c, 128ft, 31.375, 4568, 7
200c, 128ft, 31.34375, 4566, 8
200c, 128ft, 30.90625, 4538, 9
200c, 130ft, 29.078125, 4421, 0
200c, 130ft, 29.40625, 4442, 1
200c, 130ft, 29.375, 4440, 2
200c, 130ft, 29.71875, 4462, 3
200c, 130ft, 29.8125, 4468, 4
200c, 130ft, 29.640625, 4457, 5
200c, 130ft, 29.96875, 4478, 6
200c, 130ft, 29.75, 4464, 7
200c, 130ft, 29.671875, 4459, 8
200c, 130ft, 29.515625, 4449, 9
200c, 132ft, 29.578125, 4453, 0
200c, 132ft, 29.53125, 4450, 1
200c, 132ft, 29.53125, 4450, 2
200c, 132ft, 30.34375, 4502, 3
200c, 132ft, 30.25, 4496, 4
200c, 132ft, 30.265625, 4497, 5
200c, 132ft, 30.265625, 4497, 6
200c, 132ft, 29.96875, 4478, 7
200c, 132ft, 29.859375, 4471, 8
200c, 132ft, 29.859375, 4471, 9
200c, 134ft, 26.8125, 4276, 0
200c, 134ft, 26.828125, 4277, 1
200c, 134ft, 26.828125, 4277, 2
200c, 134ft, 27.5, 4320, 3
200c, 134ft, 27.171875, 4299, 4
200c, 134ft, 27.296875, 4307, 5
200c, 134ft, 27.171875, 4299, 6
200c, 134ft, 27.15625, 4298, 7
200c, 134ft, 27.09375, 4294, 8
200c, 134ft, 26.796875, 4275, 9
200c, 136ft, 27.859375, 4343, 0
200c, 136ft, 27.859375, 4343, 1
200c, 136ft, 27.796875, 4339, 2
200c, 136ft, 28.265625, 4369, 3
200c, 136ft, 28.203125, 4365, 4
200c, 136ft, 28.046875, 4355, 5
200c, 136ft, 27.90625, 4346, 6
200c, 136ft, 27.890625, 4345, 7
200c, 136ft, 27.953125, 4349, 8
200c, 136ft, 27.953125, 4349, 9
